producto,categoria,proveedor,cantidad,precio_unitario,descuento,impuesto,fecha,canal_venta,pais,moneda
Smartphone X,Hogar,FashionCorp,5,1279.89,161.31,268.78,2024-04-02,Tienda,Portugal,EUR
Refrigerador Mini,Electrónica,MegaStore,4,103.79,1.28,21.8,2024-01-10,Distribuidor,Alemania,EUR
Monitor 27,Deportes,GlobalTech,3,1385.36,158.81,290.93,2024-01-03,Distribuidor,Portugal,EUR
Tablet Plus,Deportes,FashionCorp,2,1138.52,157.53,239.09,2024-05-22,Distribuidor,Italia,EUR
SSD 1TB,Audio,Distribuciones Europa,4,928.82,110.58,195.05,2024-06-04,Tienda,España,EUR
Laptop Air,Electrónica,FashionCorp,2,1166.0,18.48,244.86,2024-02-13,Distribuidor,España,EUR
Drone Mini,Electrónica,TechCorp,5,1054.91,111.55,221.53,2024-09-05,Online,Portugal,EUR
Tablet Plus,Hogar,ElectroMax,2,397.64,3.66,83.5,2024-09-16,Tienda,Portugal,EUR
TV 65,Audio,LogiTech,2,475.37,41.81,99.83,2024-12-19,Online,España,EUR
Pantalón Trekking,Oficina,LogiTech,4,1589.5,84.32,333.8,2024-03-26,Online,Italia,EUR
Set Mancuernas,Oficina,ProGear,5,168.5,7.96,35.38,2024-04-06,Online,Alemania,EUR
Plancha Vapor,Video,TechCorp,5,1151.3,123.66,241.77,2024-03-05,Distribuidor,Francia,EUR
Guantes Gym,Audio,GlobalTech,1,617.57,4.9,129.69,2024-01-25,Distribuidor,Italia,EUR
Tablet Plus,Video,GlobalTech,1,438.44,31.24,92.07,2024-01-21,Tienda,Portugal,EUR
Laptop Pro,Audio,FashionCorp,3,319.22,22.98,67.04,2024-11-02,Tienda,Francia,EUR
Ventilador Turbo,Moda,Distribuciones Europa,2,491.19,48.75,103.15,2024-11-27,Online,Alemania,EUR
Refrigerador Mini,Hogar,LogiTech,5,1301.86,141.21,273.39,2024-02-27,Online,Italia,EUR
Cargador USB-C,Deportes,Distribuciones Europa,4,1146.22,115.67,240.71,2024-07-25,Tienda,España,EUR
Tablet Plus,Electrónica,HomePlus,1,1747.86,130.64,367.05,2024-01-01,Tienda,Alemania,EUR
Zapatillas Running,Accesorios,GlobalTech,2,518.14,25.97,108.81,2024-09-10,Online,Italia,EUR
Casco Bicicleta,Accesorios,LogiTech,4,236.37,16.58,49.64,2024-02-13,Tienda,Portugal,EUR
Altavoz Bluetooth,Audio,GlobalTech,1,938.76,13.58,197.14,2024-12-13,Tienda,Portugal,EUR
Aspiradora Robot,Hogar,SportWorld,2,1435.18,192.02,301.39,2024-02-21,Distribuidor,Portugal,EUR
Silla Gamer,Deportes,HomePlus,3,102.19,13.71,21.46,2024-07-31,Tienda,Portugal,EUR
Impresora Laser,Video,GlobalTech,2,1167.41,59.4,245.16,2024-10-01,Tienda,España,EUR
HDD 2TB,Moda,HomePlus,2,324.97,37.48,68.24,2024-07-18,Distribuidor,España,EUR
Silla Gamer,Accesorios,HomePlus,4,134.72,19.18,28.29,2024-12-10,Distribuidor,Portugal,EUR
Pelota Fitness,Accesorios,SportWorld,3,1537.55,186.71,322.89,2024-04-02,Distribuidor,España,EUR
Cargador USB-C,Hogar,Distribuciones Europa,1,273.61,32.58,57.46,2024-08-28,Online,Alemania,EUR
Pantalón Trekking,Video,LogiTech,1,288.57,9.33,60.6,2024-07-21,Online,Italia,EUR
Lámpara LED,Hogar,LogiTech,4,29.73,0.35,6.24,2024-08-31,Tienda,Portugal,EUR
Laptop Pro,Electrónica,HomePlus,4,509.98,12.31,107.1,2024-04-12,Distribuidor,Italia,EUR
Microfono Pro,Electrónica,MegaStore,3,707.34,103.22,148.54,2024-08-23,Distribuidor,Portugal,EUR
Smartwatch,Audio,HomePlus,1,437.65,12.43,91.91,2024-07-10,Online,Alemania,EUR
SSD 1TB,Electrónica,ElectroMax,5,1059.14,33.08,222.42,2024-01-15,Online,España,EUR
Altavoz Bluetooth,Accesorios,HomePlus,2,612.39,71.03,128.6,2024-11-23,Online,España,EUR
Microfono Pro,Deportes,Distribuciones Europa,3,906.97,36.37,190.46,2024-10-22,Online,Francia,EUR
Laptop Pro,Electrónica,TechCorp,4,1036.18,24.67,217.6,2024-04-01,Tienda,Alemania,EUR
Auriculares Bluetooth,Oficina,FashionCorp,2,1198.39,50.43,251.66,2024-10-04,Online,Portugal,EUR
Router WiFi,Video,GlobalTech,1,1020.26,115.37,214.25,2024-05-13,Tienda,Francia,EUR
Mouse Gamer,Moda,LogiTech,4,402.9,24.51,84.61,2024-05-15,Online,Francia,EUR
Monitor 27,Deportes,LogiTech,3,519.87,59.18,109.17,2024-08-24,Tienda,Alemania,EUR
PowerBank 20k,Hogar,GlobalTech,1,1435.66,140.49,301.49,2024-02-28,Tienda,Francia,EUR
Proyector HD,Moda,GlobalTech,2,1179.54,114.92,247.7,2024-10-04,Online,Italia,EUR
SSD 1TB,Video,GlobalTech,4,909.75,31.72,191.05,2024-10-02,Tienda,Francia,EUR
Zapatillas Running,Accesorios,HomePlus,4,1248.5,105.03,262.19,2024-09-26,Distribuidor,Alemania,EUR
Colchoneta Yoga,Moda,Distribuciones Europa,4,902.95,81.79,189.62,2024-03-23,Online,Alemania,EUR
Webcam FullHD,Hogar,ProGear,1,904.85,91.84,190.02,2024-02-21,Online,Portugal,EUR
Monitor 32,Audio,TechCorp,4,1076.74,90.45,226.12,2024-02-28,Tienda,Francia,EUR
TV 65,Deportes,ProGear,1,1720.49,184.75,361.3,2024-12-21,Distribuidor,Alemania,EUR
Guantes Gym,Electrónica,ProGear,2,741.63,93.89,155.74,2024-09-10,Online,Francia,EUR
Drone Mini,Audio,SportWorld,3,210.8,22.37,44.27,2024-08-14,Tienda,España,EUR
Laptop Air,Video,TechCorp,1,981.26,103.65,206.06,2024-05-17,Tienda,Francia,EUR
Reloj Deportivo,Moda,HomePlus,4,696.41,35.18,146.25,2024-06-01,Distribuidor,Portugal,EUR
Impresora Laser,Video,MegaStore,2,593.35,76.42,124.6,2024-10-13,Tienda,España,EUR
Router WiFi,Audio,FashionCorp,3,512.39,29.31,107.6,2024-09-09,Tienda,Alemania,EUR
Teclado Mecánico,Audio,ElectroMax,1,1468.67,59.55,308.42,2024-01-23,Tienda,España,EUR
SSD 1TB,Audio,HomePlus,3,246.95,15.48,51.86,2024-05-01,Tienda,Francia,EUR
Smartphone X,Electrónica,TechCorp,3,909.73,56.51,191.04,2024-01-10,Distribuidor,España,EUR
Proyector HD,Electrónica,TechCorp,2,1163.34,121.44,244.3,2024-09-21,Online,Alemania,EUR
Lámpara LED,Hogar,GlobalTech,2,1127.24,106.76,236.72,2024-08-16,Distribuidor,España,EUR
Refrigerador Mini,Deportes,ElectroMax,1,123.33,3.13,25.9,2024-07-07,Distribuidor,España,EUR
PowerBank 20k,Hogar,MegaStore,5,1221.31,24.85,256.48,2024-04-20,Online,Francia,EUR
Zapatillas Running,Audio,GlobalTech,1,1916.99,139.32,402.57,2024-12-25,Distribuidor,Italia,EUR
Cámara HD,Audio,ElectroMax,4,355.57,35.66,74.67,2024-09-06,Distribuidor,España,EUR
TV 65,Moda,HomePlus,1,1747.65,182.06,367.01,2024-12-06,Tienda,Portugal,EUR
Microfono Pro,Oficina,ProGear,1,1609.0,127.73,337.89,2024-03-07,Tienda,España,EUR
Microfono Pro,Deportes,ProGear,5,1270.13,81.68,266.73,2024-09-11,Online,Alemania,EUR
Teclado Mecánico,Moda,SportWorld,5,194.38,0.92,40.82,2024-10-30,Tienda,Portugal,EUR
Smartwatch,Video,ProGear,5,997.15,16.58,209.4,2024-07-19,Tienda,Alemania,EUR
Guantes Gym,Audio,MegaStore,1,1308.42,110.33,274.77,2024-05-02,Distribuidor,España,EUR
HDD 2TB,Electrónica,FashionCorp,1,672.39,63.7,141.2,2024-04-18,Tienda,Portugal,EUR
Microfono Pro,Deportes,Distribuciones Europa,1,1191.65,109.28,250.25,2024-04-11,Online,España,EUR
Guantes Gym,Electrónica,GlobalTech,4,972.14,2.4,204.15,2024-09-27,Tienda,España,EUR
Lámpara LED,Hogar,MegaStore,5,1132.29,63.3,237.78,2024-09-15,Tienda,Portugal,EUR
Chaqueta Invierno,Hogar,SportWorld,1,1091.63,88.1,229.24,2024-04-23,Distribuidor,Francia,EUR
Tablet Plus,Audio,SportWorld,3,551.32,2.83,115.78,2024-04-26,Distribuidor,Portugal,EUR
TV 55,Hogar,ProGear,5,1714.02,102.43,359.94,2024-09-06,Distribuidor,Portugal,EUR
Reloj Deportivo,Moda,MegaStore,2,952.05,2.53,199.93,2024-05-24,Tienda,Italia,EUR
Cafetera Automática,Accesorios,SportWorld,2,539.88,60.42,113.37,2024-02-11,Online,España,EUR
Aspiradora Robot,Accesorios,ElectroMax,2,1265.04,44.13,265.66,2024-01-10,Tienda,Portugal,EUR
Laptop Pro,Audio,Distribuciones Europa,2,76.59,4.06,16.08,2024-12-23,Distribuidor,Francia,EUR
Refrigerador Mini,Oficina,ProGear,3,1176.53,89.36,247.07,2024-08-29,Distribuidor,Francia,EUR
TV 55,Electrónica,SportWorld,2,66.94,0.49,14.06,2024-02-11,Distribuidor,Francia,EUR
Lámpara LED,Oficina,SportWorld,2,46.55,2.5,9.78,2024-11-14,Online,Portugal,EUR
TV 55,Hogar,FashionCorp,3,1709.49,11.93,358.99,2024-01-26,Distribuidor,Portugal,EUR
Smartphone X,Hogar,GlobalTech,5,252.98,33.27,53.13,2024-07-01,Online,España,EUR
Mouse Gamer,Deportes,GlobalTech,3,877.69,71.63,184.31,2024-09-02,Distribuidor,Alemania,EUR
Mochila Travel,Audio,FashionCorp,1,1272.02,188.95,267.12,2024-03-20,Tienda,Francia,EUR
Altavoz Bluetooth,Deportes,SportWorld,3,180.72,8.66,37.95,2024-11-12,Online,Italia,EUR
Pelota Fitness,Oficina,ElectroMax,1,1530.98,96.02,321.51,2024-09-23,Online,Italia,EUR
Set Mancuernas,Video,HomePlus,2,157.07,18.31,32.98,2024-09-04,Online,Italia,EUR
Altavoz Bluetooth,Accesorios,LogiTech,1,709.92,80.6,149.08,2024-10-25,Distribuidor,Italia,EUR
Gafas Sol,Deportes,Distribuciones Europa,5,824.14,90.31,173.07,2024-08-29,Online,España,EUR
Lámpara LED,Audio,LogiTech,4,145.54,5.76,30.56,2024-08-21,Tienda,Alemania,EUR
TV 55,Audio,SportWorld,5,583.41,25.38,122.52,2024-02-21,Tienda,Portugal,EUR
Impresora Laser,Accesorios,MegaStore,4,594.62,63.93,124.87,2024-01-17,Distribuidor,Francia,EUR
Mouse Gamer,Moda,GlobalTech,4,947.89,101.59,199.06,2024-09-13,Online,Alemania,EUR
Cámara HD,Oficina,TechCorp,3,1206.26,50.92,253.31,2024-01-12,Distribuidor,Italia,EUR
Pelota Fitness,Oficina,FashionCorp,1,85.8,12.62,18.02,2024-06-15,Online,Portugal,EUR
Teclado Mecánico,Moda,HomePlus,2,806.6,26.69,169.39,2024-09-22,Tienda,España,EUR
Mouse Gamer,Moda,MegaStore,1,351.31,20.77,73.78,2024-03-02,Tienda,España,EUR
Laptop Pro,Electrónica,LogiTech,4,242.34,32.96,50.89,2024-08-28,Distribuidor,España,EUR
Ventilador Turbo,Hogar,HomePlus,3,1175.67,32.22,246.89,2024-05-21,Distribuidor,Italia,EUR
PowerBank 20k,Deportes,GlobalTech,2,313.45,39.78,65.82,2024-11-20,Tienda,Francia,EUR
Aspiradora Robot,Electrónica,MegaStore,4,661.3,73.37,138.87,2024-06-05,Tienda,Portugal,EUR
Microfono Pro,Moda,MegaStore,2,657.27,42.96,138.03,2024-06-25,Distribuidor,Alemania,EUR
Webcam FullHD,Moda,MegaStore,3,931.67,94.29,195.65,2024-04-21,Tienda,Italia,EUR
Monitor 32,Hogar,MegaStore,1,1324.34,36.28,278.11,2024-10-08,Online,Italia,EUR
Monitor 32,Moda,GlobalTech,1,718.47,26.72,150.88,2024-06-17,Distribuidor,Francia,EUR
Memoria RAM 16GB,Deportes,TechCorp,5,730.96,66.05,153.5,2024-10-12,Distribuidor,Francia,EUR
Silla Gamer,Hogar,TechCorp,2,379.79,15.56,79.76,2024-12-31,Online,España,EUR
Tablet Plus,Audio,LogiTech,1,937.05,48.73,196.78,2024-05-19,Distribuidor,España,EUR
Tablet Plus,Hogar,GlobalTech,1,311.59,27.58,65.43,2024-03-18,Tienda,Alemania,EUR
Laptop Air,Accesorios,LogiTech,5,1951.43,54.37,409.8,2024-12-21,Distribuidor,Francia,EUR
Zapatillas Running,Accesorios,SportWorld,4,1077.71,81.06,226.32,2024-07-13,Distribuidor,Francia,EUR
Zapatillas Running,Deportes,LogiTech,2,134.42,11.34,28.23,2024-10-14,Distribuidor,Italia,EUR
Batidora Pro,Audio,LogiTech,5,1464.98,52.13,307.65,2024-01-01,Distribuidor,España,EUR
Plancha Vapor,Deportes,ProGear,3,796.77,46.05,167.32,2024-03-23,Online,Italia,EUR
Pantalón Trekking,Deportes,GlobalTech,1,1332.11,198.29,279.74,2024-01-05,Online,España,EUR
Plancha Vapor,Hogar,ProGear,3,646.97,34.29,135.86,2024-12-08,Online,Portugal,EUR
Smartphone X,Deportes,FashionCorp,2,564.32,17.52,118.51,2024-04-25,Online,Italia,EUR
Laptop Air,Video,HomePlus,2,1491.35,4.39,313.18,2024-02-19,Distribuidor,España,EUR
Refrigerador Mini,Deportes,FashionCorp,5,1194.46,64.72,250.84,2024-08-22,Tienda,Francia,EUR
Altavoz Bluetooth,Electrónica,LogiTech,1,806.22,51.47,169.31,2024-11-23,Distribuidor,Alemania,EUR
Zapatillas Running,Moda,ProGear,5,77.24,1.61,16.22,2024-12-18,Distribuidor,Alemania,EUR
Silla Gamer,Video,LogiTech,5,1155.45,13.24,242.64,2024-12-22,Online,Alemania,EUR
Pelota Fitness,Video,ElectroMax,5,1515.11,100.78,318.17,2024-01-24,Online,Francia,EUR
Memoria RAM 16GB,Electrónica,LogiTech,1,39.5,0.73,8.29,2024-10-06,Distribuidor,España,EUR
SSD 1TB,Electrónica,ElectroMax,4,1597.85,5.77,335.55,2024-12-11,Online,España,EUR
Drone Mini,Moda,GlobalTech,5,672.12,35.62,141.15,2024-06-25,Distribuidor,Alemania,EUR
Guantes Gym,Audio,SportWorld,2,452.67,67.19,95.06,2024-05-01,Online,Italia,EUR
TV 65,Hogar,GlobalTech,5,193.49,13.49,40.63,2024-07-09,Online,Alemania,EUR
Colchoneta Yoga,Accesorios,MegaStore,4,449.92,10.9,94.48,2024-11-28,Distribuidor,Portugal,EUR
Aspiradora Robot,Oficina,FashionCorp,1,490.18,11.19,102.94,2024-03-26,Tienda,Francia,EUR
Batidora Pro,Moda,ProGear,3,808.16,59.74,169.71,2024-01-30,Distribuidor,Francia,EUR
Teclado Mecánico,Accesorios,SportWorld,2,1096.98,42.53,230.37,2024-01-23,Distribuidor,Portugal,EUR
Smartwatch,Oficina,SportWorld,5,975.53,3.39,204.86,2024-02-08,Online,Portugal,EUR
Impresora Laser,Deportes,ProGear,3,395.53,41.03,83.06,2024-12-30,Tienda,Alemania,EUR
Monitor 27,Accesorios,LogiTech,1,669.57,0.46,140.61,2024-08-09,Online,Alemania,EUR
Tostadora,Audio,ProGear,3,560.27,35.08,117.66,2024-09-29,Distribuidor,Alemania,EUR
Escritorio Oficina,Audio,Distribuciones Europa,5,1517.62,194.3,318.7,2024-09-12,Online,Italia,EUR
Reloj Deportivo,Accesorios,LogiTech,4,478.46,29.51,100.48,2024-07-28,Tienda,Portugal,EUR
Zapatillas Running,Hogar,HomePlus,1,1233.3,162.51,258.99,2024-04-28,Distribuidor,Francia,EUR
Monitor 27,Deportes,HomePlus,4,79.46,10.01,16.69,2024-07-12,Online,Francia,EUR
Barra de Sonido,Video,HomePlus,5,1326.0,103.25,278.46,2024-04-02,Online,Alemania,EUR
Smartphone Mini,Electrónica,HomePlus,2,775.85,18.44,162.93,2024-07-23,Tienda,Alemania,EUR
Auriculares Bluetooth,Deportes,GlobalTech,2,244.08,7.66,51.26,2024-06-19,Distribuidor,Alemania,EUR
Guantes Gym,Electrónica,FashionCorp,4,788.42,91.86,165.57,2024-09-19,Online,Italia,EUR
Refrigerador Mini,Electrónica,Distribuciones Europa,2,535.31,57.2,112.42,2024-09-06,Online,Italia,EUR
Tostadora,Deportes,FashionCorp,5,1269.63,88.38,266.62,2024-10-22,Online,Italia,EUR
Casco Bicicleta,Deportes,TechCorp,2,313.53,33.06,65.84,2024-04-30,Distribuidor,Francia,EUR
Zapatillas Running,Oficina,FashionCorp,1,720.93,50.6,151.4,2024-02-07,Online,Alemania,EUR
Laptop Pro,Accesorios,LogiTech,2,1104.63,92.78,231.97,2024-09-02,Online,Francia,EUR
Memoria RAM 16GB,Hogar,FashionCorp,4,850.2,57.91,178.54,2024-06-22,Online,Portugal,EUR
Teclado Mecánico,Moda,Distribuciones Europa,4,1676.88,205.73,352.14,2024-09-26,Distribuidor,Italia,EUR
Cafetera Automática,Video,ElectroMax,1,402.12,25.94,84.45,2024-08-04,Tienda,Alemania,EUR
Zapatillas Running,Hogar,ElectroMax,4,1052.61,99.97,221.05,2024-06-24,Distribuidor,Alemania,EUR
Chaqueta Invierno,Audio,ElectroMax,3,1228.91,109.92,258.07,2024-09-23,Online,Francia,EUR
Pantalón Trekking,Moda,SportWorld,3,513.68,0.03,107.87,2024-08-23,Online,España,EUR
Teclado Mecánico,Deportes,TechCorp,1,1932.36,260.69,405.8,2024-01-18,Distribuidor,Italia,EUR
Pelota Fitness,Hogar,Distribuciones Europa,4,1108.05,38.54,232.69,2024-03-20,Distribuidor,España,EUR
Chaqueta Invierno,Accesorios,Distribuciones Europa,1,2022.78,188.42,424.78,2024-11-10,Distribuidor,Francia,EUR
Refrigerador Mini,Hogar,ElectroMax,5,250.32,12.25,52.57,2024-01-04,Distribuidor,España,EUR
Casco Bicicleta,Video,MegaStore,3,528.79,75.82,111.05,2024-08-14,Distribuidor,España,EUR
Zapatillas Running,Audio,SportWorld,2,2034.52,254.48,427.25,2024-12-09,Tienda,Italia,EUR
Mouse Gamer,Deportes,HomePlus,2,599.1,16.88,125.81,2024-04-26,Tienda,Alemania,EUR
Tablet Plus,Hogar,MegaStore,2,1490.52,193.12,313.01,2024-04-19,Distribuidor,Francia,EUR
Microfono Pro,Moda,LogiTech,5,475.54,53.35,99.86,2024-07-04,Online,España,EUR
Laptop Pro,Electrónica,FashionCorp,4,319.9,40.84,67.18,2024-05-15,Online,Alemania,EUR
Reloj Deportivo,Deportes,SportWorld,1,1138.61,80.63,239.11,2024-10-17,Tienda,Italia,EUR
Ventilador Turbo,Accesorios,HomePlus,4,963.02,35.22,202.23,2024-08-22,Online,Francia,EUR
Mochila Travel,Electrónica,TechCorp,1,803.26,61.31,168.68,2024-06-18,Tienda,Alemania,EUR
Pelota Fitness,Oficina,Distribuciones Europa,4,68.94,4.71,14.48,2024-07-06,Distribuidor,Portugal,EUR
Ventilador Turbo,Accesorios,Distribuciones Europa,3,1018.62,135.01,213.91,2024-10-24,Online,Francia,EUR
Set Mancuernas,Accesorios,ElectroMax,2,1037.91,60.89,217.96,2024-02-27,Distribuidor,Alemania,EUR
Teclado Mecánico,Moda,MegaStore,4,1408.56,36.37,295.8,2024-01-07,Tienda,Italia,EUR
Ventilador Turbo,Moda,TechCorp,5,916.06,91.63,192.37,2024-02-05,Distribuidor,Francia,EUR
Auriculares Bluetooth,Video,LogiTech,2,482.64,67.71,101.35,2024-04-18,Distribuidor,Francia,EUR
Gafas Sol,Video,GlobalTech,4,325.35,1.04,68.32,2024-07-25,Online,Italia,EUR
Mouse Gamer,Electrónica,TechCorp,4,899.17,91.5,188.83,2024-05-13,Online,Alemania,EUR
Proyector HD,Moda,TechCorp,1,736.27,109.95,154.62,2024-07-21,Online,Francia,EUR
Proyector HD,Deportes,MegaStore,3,931.46,112.03,195.61,2024-07-21,Tienda,Italia,EUR
Laptop Air,Electrónica,ProGear,1,709.8,12.05,149.06,2024-08-03,Distribuidor,Francia,EUR
Microfono Pro,Oficina,LogiTech,5,1072.67,30.2,225.26,2024-08-07,Online,España,EUR
Reloj Deportivo,Video,MegaStore,3,559.49,71.67,117.49,2024-09-29,Tienda,Francia,EUR
TV 55,Oficina,LogiTech,1,945.13,45.11,198.48,2024-06-19,Online,Portugal,EUR
SSD 1TB,Moda,SportWorld,1,809.94,30.46,170.09,2024-01-02,Distribuidor,Portugal,EUR
Pantalón Trekking,Deportes,MegaStore,3,1132.49,2.19,237.82,2024-07-31,Online,Alemania,EUR
Escritorio Oficina,Oficina,HomePlus,1,1087.88,52.56,228.45,2024-06-02,Online,Francia,EUR
Tostadora,Oficina,LogiTech,3,592.43,51.65,124.41,2024-09-15,Distribuidor,Portugal,EUR
Proyector HD,Deportes,FashionCorp,1,536.32,6.17,112.63,2024-01-24,Distribuidor,Francia,EUR
Laptop Pro,Moda,ProGear,4,1349.41,37.74,283.38,2024-04-15,Distribuidor,España,EUR
Pelota Fitness,Electrónica,GlobalTech,5,893.11,108.89,187.55,2024-10-15,Distribuidor,Italia,EUR
Microfono Pro,Deportes,Distribuciones Europa,2,1090.51,7.69,229.01,2024-02-16,Distribuidor,Italia,EUR
Mochila Travel,Deportes,TechCorp,5,803.62,105.05,168.76,2024-11-09,Tienda,Portugal,EUR
Monitor 32,Deportes,MegaStore,4,1814.76,213.2,381.1,2024-12-09,Online,Alemania,EUR
Mochila Travel,Video,HomePlus,1,734.74,22.03,154.3,2024-07-25,Online,Francia,EUR
Batidora Pro,Deportes,FashionCorp,3,1476.87,69.37,310.14,2024-10-15,Tienda,Francia,EUR
Chaqueta Invierno,Electrónica,HomePlus,5,194.87,28.74,40.92,2024-04-01,Online,Italia,EUR
Reloj Deportivo,Electrónica,Distribuciones Europa,5,752.22,10.18,157.97,2024-07-21,Distribuidor,Francia,EUR
Teclado Mecánico,Electrónica,ProGear,5,937.52,14.07,196.88,2024-07-14,Online,Italia,EUR
Webcam FullHD,Moda,GlobalTech,2,1308.74,44.08,274.84,2024-02-07,Tienda,Francia,EUR
Monitor 27,Video,Distribuciones Europa,1,1119.8,61.33,235.16,2024-10-03,Distribuidor,Italia,EUR
Gafas Sol,Accesorios,FashionCorp,1,609.58,4.46,128.01,2024-08-28,Distribuidor,España,EUR
Microfono Pro,Electrónica,HomePlus,2,271.07,4.05,56.92,2024-04-20,Online,Italia,EUR
Teclado Mecánico,Deportes,HomePlus,1,1307.07,7.83,274.48,2024-01-04,Distribuidor,Alemania,EUR
TV 65,Audio,ProGear,2,1476.67,133.74,310.1,2024-03-31,Online,Francia,EUR
Altavoz Bluetooth,Oficina,HomePlus,5,140.62,13.0,29.53,2024-05-07,Tienda,Italia,EUR
Memoria RAM 16GB,Accesorios,ElectroMax,2,1377.33,84.79,289.24,2024-02-26,Distribuidor,Francia,EUR
Impresora Laser,Deportes,FashionCorp,5,1187.78,98.93,249.43,2024-03-22,Tienda,España,EUR
Pelota Fitness,Audio,SportWorld,2,517.1,60.35,108.59,2024-01-01,Online,Italia,EUR
Proyector HD,Accesorios,SportWorld,3,854.26,12.71,179.39,2024-04-25,Tienda,Portugal,EUR
Pantalón Trekking,Moda,ProGear,3,379.66,51.84,79.73,2024-07-19,Tienda,Francia,EUR
Aspiradora Robot,Moda,SportWorld,2,381.47,4.03,80.11,2024-01-21,Online,Portugal,EUR
Tostadora,Hogar,FashionCorp,2,1151.5,116.87,241.81,2024-05-17,Tienda,Francia,EUR
Tostadora,Deportes,LogiTech,1,659.1,73.06,138.41,2024-10-30,Online,Italia,EUR
Auriculares Bluetooth,Oficina,TechCorp,1,43.34,4.14,9.1,2024-02-10,Online,España,EUR
Altavoz Bluetooth,Moda,TechCorp,1,1301.72,53.31,273.36,2024-10-24,Distribuidor,Portugal,EUR
HDD 2TB,Electrónica,SportWorld,4,734.26,56.56,154.19,2024-09-06,Tienda,Portugal,EUR
Tostadora,Video,ProGear,4,688.89,12.83,144.67,2024-10-26,Online,Francia,EUR
Refrigerador Mini,Accesorios,MegaStore,5,767.31,102.58,161.14,2024-11-08,Distribuidor,Italia,EUR
Smartphone Mini,Hogar,HomePlus,1,96.14,0.45,20.19,2024-09-18,Distribuidor,Francia,EUR
Impresora Laser,Hogar,TechCorp,4,25.62,1.74,5.38,2024-01-09,Distribuidor,Francia,EUR
Pantalón Trekking,Audio,ElectroMax,5,196.1,29.18,41.18,2024-03-13,Online,Alemania,EUR
TV 65,Oficina,Distribuciones Europa,5,747.21,8.26,156.91,2024-06-10,Distribuidor,Portugal,EUR
Colchoneta Yoga,Electrónica,ElectroMax,5,302.28,43.25,63.48,2024-05-04,Online,Francia,EUR
Tablet Plus,Audio,MegaStore,1,239.54,5.75,50.3,2024-07-06,Online,Italia,EUR
Chaqueta Invierno,Accesorios,MegaStore,3,991.52,15.09,208.22,2024-08-27,Distribuidor,España,EUR
HDD 2TB,Video,ElectroMax,4,694.19,99.81,145.78,2024-08-20,Online,Alemania,EUR
Auriculares Bluetooth,Electrónica,MegaStore,4,22.13,0.01,4.65,2024-08-21,Online,Portugal,EUR
Pantalón Trekking,Accesorios,GlobalTech,3,568.13,78.64,119.31,2024-03-12,Tienda,Italia,EUR
Teclado Mecánico,Video,ElectroMax,2,744.53,7.83,156.35,2024-06-07,Online,Francia,EUR
Monitor 27,Electrónica,Distribuciones Europa,5,1346.75,58.82,282.82,2024-02-09,Online,Italia,EUR
Plancha Vapor,Electrónica,HomePlus,4,485.78,69.55,102.01,2024-05-19,Online,España,EUR
Batidora Pro,Electrónica,LogiTech,4,1570.66,49.11,329.84,2024-04-19,Distribuidor,Italia,EUR
Cargador USB-C,Accesorios,SportWorld,1,651.79,59.93,136.88,2024-08-22,Tienda,Alemania,EUR
Batidora Pro,Accesorios,HomePlus,1,114.87,14.0,24.12,2024-09-12,Online,Portugal,EUR
Batidora Pro,Electrónica,Distribuciones Europa,4,712.2,12.1,149.56,2024-08-14,Distribuidor,Portugal,EUR
Auriculares Bluetooth,Accesorios,Distribuciones Europa,1,255.89,8.55,53.74,2024-12-24,Tienda,Francia,EUR
Mouse Gamer,Electrónica,FashionCorp,4,177.05,13.75,37.18,2024-06-14,Distribuidor,Portugal,EUR
Auriculares Bluetooth,Accesorios,TechCorp,5,760.33,77.68,159.67,2024-08-28,Distribuidor,España,EUR
Laptop Air,Audio,SportWorld,2,111.76,14.24,23.47,2024-05-31,Tienda,Francia,EUR
Router WiFi,Oficina,ProGear,5,467.92,27.63,98.26,2024-12-31,Online,Alemania,EUR
Batidora Pro,Video,HomePlus,1,2027.66,56.89,425.81,2024-12-23,Distribuidor,Italia,EUR
TV 55,Moda,FashionCorp,4,1424.03,199.06,299.05,2024-10-02,Distribuidor,Portugal,EUR
Barra de Sonido,Deportes,LogiTech,5,403.34,30.66,84.7,2024-03-11,Online,Francia,EUR
Plancha Vapor,Video,ProGear,3,143.53,19.98,30.14,2024-07-14,Online,Alemania,EUR
Refrigerador Mini,Moda,MegaStore,5,595.76,15.64,125.11,2024-07-06,Online,Italia,EUR
HDD 2TB,Hogar,ProGear,2,737.15,60.43,154.8,2024-03-09,Tienda,Alemania,EUR
Colchoneta Yoga,Video,ProGear,2,1021.4,100.57,214.49,2024-10-03,Distribuidor,Italia,EUR
HDD 2TB,Oficina,GlobalTech,2,691.77,1.99,145.27,2024-05-30,Online,España,EUR
Pelota Fitness,Audio,TechCorp,3,1230.01,149.13,258.3,2024-03-19,Tienda,Francia,EUR
Smartphone Mini,Hogar,SportWorld,5,515.51,40.11,108.26,2024-05-18,Online,Italia,EUR
Lámpara LED,Video,LogiTech,2,563.17,47.72,118.27,2024-01-19,Tienda,España,EUR
Ventilador Turbo,Deportes,ProGear,3,75.97,1.77,15.95,2024-04-19,Distribuidor,Portugal,EUR
